CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2
10-01-0234-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNOLOGICO PRIVADO URBANO MIXTO FERDINAND LASSALLE,"AVENIDA DEL ESTADIO 2-50 CANTON RAYOS DEL SOL, ZONA 2",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARVIN GUSTAVO OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78727363,
10-01-0241-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,LICEO DE EDUCACION SUPERIOR PREUNIVERSITARIO,AVENIDA DEL ESTADIO 2-50 ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARVIN GUSTAVO OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,78727363,
10-01-0245-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO NUEVO AMANECER CON VISION,"5TA. AVENIDA FINAL, AVENIDA DOLORES, ZONA 1",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,FLOR DE MARIA LOPEZ BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,55884849,
10-01-0247-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO PERPETUO SOCORRO,"1ERA. CALLE, 3-39 ZONA 1",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,SENAIDA ANAVELA BARRIENTOS CASEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78718090,
10-01-0251-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO LATINOAMERICANO GOSPEL,"12 CALLE 4-45, ZONA 1",NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,BRENDA LETICIA RAMOS PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,77911907,
10-01-0271-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO CRISTIANO EMANUEL,6A. CALLE FINAL CANTON SAN JOSE ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ALONDRA MARISOL GALIANO PUAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78726386,
10-01-0273-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO PAULO FREIRE,7A. AVENIDA 8-15 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ANDREA ESPERANZA LARES LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,56113523,
10-01-0274-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO LATINOAMERICANO GOSPEL,12 CALLE 4-45 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA ROSEMARY FIGUEROA XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,77911907,
10-01-0275-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNICO PRIVADO JOSE ORTEGA Y GASSET,2DA. AVENIDA 1-37 ZONA 2 COLONIA ACEITUNO,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,35153409,
10-01-0278-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNICO PRIVADO JOSE ORTEGA Y GASSET,2DA. AVENIDA 1-37 ZONA 2 COLONIA ACEITUNO,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,35153409,
10-01-0281-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO RAFAEL LANDIVAR,12A. CALLE 4-57 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,AURA BEATRIZ JACINTO CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,47016331,
10-01-0282-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO RAFAEL LANDIVAR,12A. CALLE 4-57 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,AURA BEATRIZ JACINTO CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,47016331,
10-01-0283-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO RAFAEL LANDIVAR,12A. CALLE 4-57 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,AURA BEATRIZ JACINTO CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,47016331,
10-01-0284-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO RAFAEL LANDIVAR,12A. CALLE 4-57 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,AURA BEATRIZ JACINTO CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,47016331,
10-01-0289-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO SANTA MARIA DEL CAMINO,1A. CALLE 1-33 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CARLOS ROLANDO FLORES SARDÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,79385728,
10-01-0296-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,2DA. AVENIDA FINAL NORTE 1-27 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,LETTY ALEXANDRA OSORIO FIGUEROA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78718805,
10-01-0298-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES,1A. CALLE BARRIO LA ESPERANZA ZONA 2,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,LINDA MARIELOS DE LEÓN BOLAÑOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,36179656,
10-01-0301-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO LATINOAMERICANO GOSPEL,12 CALLE 4-45 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA ROSEMARY FIGUEROA XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,77911907,
10-01-0302-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO MAZATECO,6A. AVENIDA 2-21 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ALBA PATRICIA CIFUENTES DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,58602635,
10-01-0303-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PARTICULAR MIXTO LA ILUSTRACION,3A. AVENIDA 4-92 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,MARÍA ELENA ROCHA NAVARRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,41639696,
10-01-0305-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,ESCUELA PRIVADA DE EDUCACION FISICA ENMA GRACIELA OCHOA DE ESTRADA,1A. AVENIDA SUR FINAL 12-01 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,OSCAR GEOVANY OCHOA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,78720212,
10-01-0306-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO MAZATECO,6A. AVENIDA 2-21 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,SANDRY ZIOMARA MANCIO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,58602635,
10-01-0308-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO CENTRAL DE SUCHITEPEQUEZ,6A. AVENIDA 2-21 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,ANTONIO ABELARDO OSORIO MONJARÁS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,78720350,
10-01-0309-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO MAYA MAZATENANGO,BARRIO LA ESPERANZA ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ELISA MAZARIEGOS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78720327,
10-01-0313-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO DE COMPUTACION INFORMATICA,"COLONIA SAN BARTOLOME, 4A. CALLE FINAL",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JOSÉ MARÍA RODRÍGUEZ TOMÁS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,78679993,
10-01-0314-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COMPLEJO EDUCATIVO BILINGUE DEL SUR OCCIDENTE,FINCA EL DELIRIO KILOMETRO 157 DE LA RUTA CA-2,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,JOSUÉ DANIEL MANCIO RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78723848,
10-01-0315-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION MEDIA MIGUEL ANGEL ASTURIAS,7MA. CALLE 0-54 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,GRISELDA NOHEMÍ TELLO ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,55177753,
10-01-0316-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES,1A. CALLE BARRIO LA ESPERANZA ZONA 2,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,LINDA MARIELOS DE LEÓN BOLAÑOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,36179656,
10-01-0318-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNICO INDUSTRIAL GEORG KERSCHENSTEINER,"AVENIDA LA LIBERTAD FINAL, ZONA 1",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ERMEN OSWALDO LIRA SAAVEDRA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,78720350,
10-01-0321-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,2A. AVENIDA FINAL NORTE 1-27 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,GLODY SUCELY OSORIO FIGUEROA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,78718805,
10-01-0322-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO BILINGUE AMERICANO,KM. 1.2 CARRETERA A SAN FRANCISCO ZAPOTITLAN,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,MARÍA ESTHER MÉNDEZ ARRIOLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,78722679,
10-01-0323-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO BILINGUE MONTE BELLO,7A. CALLE 1-181 ZONA 3,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,ANA PATRICIA PIEDRASANTA JUÁREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78718760,
10-01-0325-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO ESTHER CARRANZA,3A. AVENIDA 1-40 ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MYNOR JOSE FARFÁN PELLECER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78725047,
10-01-0334-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO LATINOAMERICANO GOSPEL,12 CALLE 4-45 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA ROSEMARY FIGUEROA XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,77911907,
10-01-0338-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,2A. AVENIDA FINAL NORTE 1-27 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,MANUEL DE JESÚS MORALES ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78718805,
10-01-0339-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP,KM. 163 RUTA CA-02 OCCIDENTE-B,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ONÉSIMO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,77295200,
10-01-0342-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO GALILEO GALILEI,1A. AVENIDA SUR FINAL 12-70 ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,BRYAN JOÉ CALDERÓN ALBERTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,4140069,
10-01-0343-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO GALILEO GALILEI,1A. AVENIDA SUR FINAL 12-70 ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,BRYAN JOÉ CALDERÓN ALBERTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,41400699,
10-01-0346-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO DE ESTUDIOS SUPERIORES INTEGRALES,6A. AVENIDA NORTE 4-28 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,ANGELA LUCRECIA LETONA MOTTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,79376223,
10-01-0350-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO DAVINCIANO,"RURALES 1 CALLE FINAL, CANTON SAN BENITO",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,SORAYA BEATRIZ LÒPEZ CORONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,38165166,
10-01-0351-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO DAVINCIANO,"RURALES 1 CALLE FINAL, CANTON SAN BENITO",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,SORAYA BEATRIZ LÒPEZ CORONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,37627111,
10-01-0352-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO INNOVACION TECNOLOGICA,"1A. CALLE ENTRE 1A. Y 2A. AVENIDA ZONA 1, COLONIA OBREGÓN",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,NANCY ELIZABETH BARRERA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,59237422,
10-01-0353-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO INNOVACION TECNOLOGICA,"1A. CALLE ENTRE 1A. Y 2A. AVENIDA ZONA 1, COLONIA OBREGON",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,NANCY ELIZABETH BARRERA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,59237422,
10-01-0354-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO INNOVACION TECNOLOGICA,"1A. CALLE ENTRE 1A. Y 2A. AVENIDA ZONA 1, COLONIA OBREGON",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,NANCY ELIZABETH BARRERA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,55974970,
10-01-0359-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO DE LIDERAZGO ILAG,"4A. AVENIDA 1-54 ZONA2, COLONIA ACEITUNO",NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,BLANCA ROSA HERNÁNDEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,33422295,
10-01-0360-46,10-029,SUCHITEPEQUEZ,MAZATENANGO,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA -PRONEA-,11 CALLE 1-060 ZONA 1,GLODY SUCELY OSORIO FIGUEROA DE MORALES,FIDEL ALFONSO MOREJÓN BUSH.,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,SUCHITEPÉQUEZ,78720350,
10-01-0362-46,10-029,SUCHITEPEQUEZ,MAZATENANGO,PROGRAMA DE MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA,11 CALLE 1-060 ZONA 1,GLODY SUCELY OSORIO FIGUEROA DE MORALES,CAROL ANAÍ LOPEZ CHACHALAC DE MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,78720350,
10-01-0363-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO NUESTRA SENORA DEL CARMEN,"1A. CALLE 1-14 ZONA 2, LOTIFICACION EL ROBLE",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARIELA AZUCENA MEZA DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,78679092,
10-01-0380-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO LATINOAMERICANO GOSPEL,12 CALLE 4-45 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA ROSEMARY FIGUEROA XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,77911907,
10-01-0381-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO RAFAEL LANDIVAR,12 CALLE 4-57 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,AURA BEATRIZ JACINTO CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,47016331,
10-01-0382-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO INNOVACION TECNOLOGICA,"1A. CALLE ENTRE 1A. Y 2A. AVENIDA ZONA 1, COLONIA OBREGON",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,NANCY ELIZABETH BARRERA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,59237422,
10-01-0384-46,10-029,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO MEIT,5A. AVENIDA FINAL NORTE 0-258 ZONA 1,GLODY SUCELY OSORIO FIGUEROA DE MORALES,NORMA AMARILIS JIMENEZ ESPINOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,SUCHITEPÉQUEZ,78727029,
10-01-0386-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO MAZATECO,6A. AVENIDA 2-21 ZONA 1,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,SANDRY ZIOMARA MANCIO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,58602635,
10-01-0387-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO NUEVO AMANECER CON VISION,"5TA. AVENIDA FINAL, AVENIDA DOLORES, ZONA 1",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,VIVIAN JOHANA LLERENA LEMUS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,55884849,
10-01-0388-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO ROSARIO,2A. AVENIDA 4-48 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CARLOS ALBERTO SARDÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,51591615,
10-01-0389-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNICO PRIVADO JOSE ORTEGA Y GASSET,"2A. VAENIDA 1-37 ZONA 2, COLONIA ACEITUNO",NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,35153409,
10-01-0390-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO DAVINCIANO,"RURALES 1 CALLE FINAL, CANTON SAN BENITO",REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,SORAYA BEATRIZ LÒPEZ CORONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,37627111,
10-01-0391-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO GALILEO GALILEI,1A. AVENIDA SUR FINAL 12-70 ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,BRYAN JOÉ CALDERÓN ALBERTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,41400699,
10-01-0392-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,LICEO DE EDUCACION SUPERIOR PREUNIVERSITARIO,AVENIDA DEL ESTADIO 2-50 ZONA 2,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARVIN GUSTAVO OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,78727363,
10-01-0393-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO PESTALOZZI,1A. CALLE 1-63 ZONA 1,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,SILVIA VANESSA OCAL PACAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,30880296,
